codice_aic;principio_attivo;quantita;unita_misura
041323027;RITONAVIR;100;milligrammi
041323039;RITONAVIR;100;MG
041323039;RITONAVIR;100;milligrammi
041323041;RITONAVIR;100;milligrammi
041323041;RITONAVIR;100;MG
041323054;RITONAVIR;100;MG
041323054;RITONAVIR;100;milligrammi
041323066;RITONAVIR;100;milligrammi
041323066;RITONAVIR;100;MG
041324017;DROSPIRENONE;3;milligrammi
041324017;DROSPIRENONE;3;MG
041324017;ETINILESTRADIOLO;0.03;MG
041324017;ETINILESTRADIOLO;0.03;milligrammi
041324029;ETINILESTRADIOLO;0.03;MG
041324029;ETINILESTRADIOLO;0.03;milligrammi
041324029;DROSPIRENONE;3;MG
041324029;DROSPIRENONE;3;milligrammi
041324031;DROSPIRENONE;3;MG
041324031;DROSPIRENONE;3;milligrammi
041324031;ETINILESTRADIOLO;0.03;milligrammi
041324031;ETINILESTRADIOLO;0.03;MG
041324043;ETINILESTRADIOLO;0.03;milligrammi
041324043;ETINILESTRADIOLO;0.03;MG
041324043;DROSPIRENONE;3;MG
041324043;DROSPIRENONE;3;milligrammi
041324056;DROSPIRENONE;3;MG
041324056;DROSPIRENONE;3;milligrammi
041324056;ETINILESTRADIOLO;0.03;MG
041324056;ETINILESTRADIOLO;0.03;milligrammi
041325010;ATORVASTATINA;10;MG
041325010;ATORVASTATINA;10;milligrammi
041325022;ATORVASTATINA;10;milligrammi
041325022;ATORVASTATINA;10;MG
041325034;ATORVASTATINA;20;MG
041325034;ATORVASTATINA;20;milligrammi
041325046;ATORVASTATINA;20;MG
041325046;ATORVASTATINA;20;milligrammi
041325059;ATORVASTATINA;40;MG
041325059;ATORVASTATINA;40;milligrammi
041325061;ATORVASTATINA;40;milligrammi
041325061;ATORVASTATINA;40;MG
041325073;ATORVASTATINA;80;milligrammi
041325073;ATORVASTATINA;80;MG
041325085;ATORVASTATINA;80;milligrammi
041325085;ATORVASTATINA;80;MG
041326012;ETINILESTRADIOLO;0.02;milligrammi
041326012;ETINILESTRADIOLO;0.02;MG
041326012;LEVONORGESTREL;0.1;milligrammi
041326012;LEVONORGESTREL;0.1;MG
041327014;RILUZOLO;50;milligrammi
041327014;RILUZOLO;50;MG
041327026;RILUZOLO;50;milligrammi
041327026;RILUZOLO;50;MG
041327038;RILUZOLO;50;MG
041327038;RILUZOLO;50;milligrammi
041327040;RILUZOLO;50;milligrammi
041327040;RILUZOLO;50;MG
041327053;RILUZOLO;50;MG
041327053;RILUZOLO;50;milligrammi
041327065;RILUZOLO;50;MG
041327065;RILUZOLO;50;milligrammi
041327077;RILUZOLO;50;MG
041327077;RILUZOLO;50;milligrammi
041327089;RILUZOLO;50;MG
041327089;RILUZOLO;50;milligrammi
041328016;FLUVASTATINA;80;milligrammi
041328016;FLUVASTATINA;80;MG
041328028;FLUVASTATINA;80;milligrammi
041328028;FLUVASTATINA;80;MG
041328030;FLUVASTATINA;80;milligrammi
041328030;FLUVASTATINA;80;MG
041328042;FLUVASTATINA;80;milligrammi
041328042;FLUVASTATINA;80;MG
041328055;FLUVASTATINA;80;milligrammi
041328055;FLUVASTATINA;80;MG
041328067;FLUVASTATINA;80;milligrammi
041328067;FLUVASTATINA;80;MG
041328079;FLUVASTATINA;80;milligrammi
041328079;FLUVASTATINA;80;MG
041328081;FLUVASTATINA;80;MG
041328081;FLUVASTATINA;80;milligrammi
041328093;FLUVASTATINA;80;MG
041328093;FLUVASTATINA;80;milligrammi
041329018;N.D.;0;N.D.
041329020;N.D.;0;N.D.
041329032;N.D.;0;N.D.
041329044;N.D.;0;N.D.
041329057;N.D.;0;N.D.
041329069;N.D.;0;N.D.
041329071;N.D.;0;N.D.
041329083;N.D.;0;N.D.
041329095;N.D.;0;N.D.
041329107;N.D.;0;N.D.
041329119;N.D.;0;N.D.
041329121;N.D.;0;N.D.
041329133;N.D.;0;N.D.
041329145;N.D.;0;N.D.
041329158;N.D.;0;N.D.
041330010;ACIDO ZOLEDRONICO;0.8;milligram(s)/millilitre
041330022;ACIDO ZOLEDRONICO;0.8;milligram(s)/millilitre
041330034;ACIDO ZOLEDRONICO;0.8;milligram(s)/millilitre
041331012;N.D.;0;N.D.
041331024;N.D.;0;N.D.
041332014;ALPROSTADIL;2;milligram(s)/gram
041332026;ALPROSTADIL;3;milligram(s)/gram
041333016;TEMOZOLOMIDE;5;MG
041333016;TEMOZOLOMIDE;5;milligrammi
041333028;TEMOZOLOMIDE;5;milligrammi
041333028;TEMOZOLOMIDE;5;MG
041333030;TEMOZOLOMIDE;20;milligrammi
041333030;TEMOZOLOMIDE;20;MG
041333042;TEMOZOLOMIDE;20;MG
041333042;TEMOZOLOMIDE;20;milligrammi
041333055;TEMOZOLOMIDE;100;milligrammi
041333055;TEMOZOLOMIDE;100;MG
041333067;TEMOZOLOMIDE;100;MG
041333067;TEMOZOLOMIDE;100;milligrammi
041333079;TEMOZOLOMIDE;140;MG
041333079;TEMOZOLOMIDE;140;milligrammi
041333081;TEMOZOLOMIDE;140;milligrammi
041333081;TEMOZOLOMIDE;140;MG
041333093;TEMOZOLOMIDE;180;MG
041333093;TEMOZOLOMIDE;180;milligrammi
041333105;TEMOZOLOMIDE;180;milligrammi
041333105;TEMOZOLOMIDE;180;MG
041333117;TEMOZOLOMIDE;250;milligrammi
041333117;TEMOZOLOMIDE;250;MG
041333129;TEMOZOLOMIDE;250;MG
041333129;TEMOZOLOMIDE;250;milligrammi
041333131;TEMOZOLOMIDE;5;MG
041333131;TEMOZOLOMIDE;5;milligrammi
041333143;TEMOZOLOMIDE;5;milligrammi
041333143;TEMOZOLOMIDE;5;MG
041333156;TEMOZOLOMIDE;20;MG
041333156;TEMOZOLOMIDE;20;milligrammi
041333168;TEMOZOLOMIDE;20;milligrammi
041333168;TEMOZOLOMIDE;20;MG
041333170;TEMOZOLOMIDE;100;milligrammi
041333170;TEMOZOLOMIDE;100;MG
041333182;TEMOZOLOMIDE;100;milligrammi
041333182;TEMOZOLOMIDE;100;MG
041333194;TEMOZOLOMIDE;140;MG
041333194;TEMOZOLOMIDE;140;milligrammi
041333206;TEMOZOLOMIDE;140;milligrammi
041333206;TEMOZOLOMIDE;140;MG
041333218;TEMOZOLOMIDE;180;milligrammi
041333218;TEMOZOLOMIDE;180;MG
041333220;TEMOZOLOMIDE;180;MG
041333220;TEMOZOLOMIDE;180;milligrammi
041333232;TEMOZOLOMIDE;250;MG
041333232;TEMOZOLOMIDE;250;milligrammi
041333244;TEMOZOLOMIDE;250;MG
041333244;TEMOZOLOMIDE;250;milligrammi
041334018;TOBRAMICINA;28;MG
041334018;TOBRAMICINA;28;milligrammi
041334020;TOBRAMICINA;28;milligrammi
041334020;TOBRAMICINA;28;MG
041334032;TOBRAMICINA;28;MG
041334032;TOBRAMICINA;28;milligrammi
041335011;N.D.;0;N.D.
041336013;LIMECICLINA;408;milligrammi
041336013;LIMECICLINA;408;MG
041336025;LIMECICLINA;408;MG
041336025;LIMECICLINA;408;milligrammi
041337015;PRAVASTATINA SODICA;10;MG
041337015;PRAVASTATINA SODICA;10;milligrammi
041337027;PRAVASTATINA SODICA;10;MG
041337027;PRAVASTATINA SODICA;10;milligrammi
041337039;PRAVASTATINA SODICA;10;MG
041337039;PRAVASTATINA SODICA;10;milligrammi
041337041;PRAVASTATINA SODICA;10;milligrammi
041337041;PRAVASTATINA SODICA;10;MG
041337054;PRAVASTATINA SODICA;10;milligrammi
041337054;PRAVASTATINA SODICA;10;MG
041337066;PRAVASTATINA SODICA;10;milligrammi
041337066;PRAVASTATINA SODICA;10;MG
041337078;PRAVASTATINA SODICA;10;milligrammi
041337078;PRAVASTATINA SODICA;10;MG
041337080;PRAVASTATINA SODICA;10;MG
041337080;PRAVASTATINA SODICA;10;milligrammi
041337092;PRAVASTATINA SODICA;10;milligrammi
041337092;PRAVASTATINA SODICA;10;MG
041337104;PRAVASTATINA SODICA;10;milligrammi
041337104;PRAVASTATINA SODICA;10;MG
041337116;PRAVASTATINA SODICA;10;milligrammi
041337116;PRAVASTATINA SODICA;10;MG
041337128;PRAVASTATINA SODICA;10;MG
041337128;PRAVASTATINA SODICA;10;milligrammi
041337130;PRAVASTATINA SODICA;10;MG
041337130;PRAVASTATINA SODICA;10;milligrammi
041337142;PRAVASTATINA SODICA;10;milligrammi
041337142;PRAVASTATINA SODICA;10;MG
041337155;PRAVASTATINA SODICA;20;milligrammi
041337155;PRAVASTATINA SODICA;20;MG
041337167;PRAVASTATINA SODICA;20;milligrammi
041337167;PRAVASTATINA SODICA;20;MG
041337179;PRAVASTATINA SODICA;20;MG
041337179;PRAVASTATINA SODICA;20;milligrammi
041337181;PRAVASTATINA SODICA;20;milligrammi
041337181;PRAVASTATINA SODICA;20;MG
041337193;PRAVASTATINA SODICA;20;milligrammi
041337193;PRAVASTATINA SODICA;20;MG
041337205;PRAVASTATINA SODICA;20;MG
041337205;PRAVASTATINA SODICA;20;milligrammi
041337217;PRAVASTATINA SODICA;20;milligrammi
041337217;PRAVASTATINA SODICA;20;MG
041337229;PRAVASTATINA SODICA;20;milligrammi
041337229;PRAVASTATINA SODICA;20;MG
041337231;PRAVASTATINA SODICA;20;milligrammi
041337231;PRAVASTATINA SODICA;20;MG
041337243;PRAVASTATINA SODICA;20;MG
041337243;PRAVASTATINA SODICA;20;milligrammi
041337256;PRAVASTATINA SODICA;20;MG
041337256;PRAVASTATINA SODICA;20;milligrammi
041337268;PRAVASTATINA SODICA;20;MG
041337268;PRAVASTATINA SODICA;20;milligrammi
041337270;PRAVASTATINA SODICA;20;MG
041337270;PRAVASTATINA SODICA;20;milligrammi
041337282;PRAVASTATINA SODICA;20;MG
041337282;PRAVASTATINA SODICA;20;milligrammi
041337294;PRAVASTATINA SODICA;40;milligrammi
041337294;PRAVASTATINA SODICA;40;MG
041337306;PRAVASTATINA SODICA;40;MG
041337306;PRAVASTATINA SODICA;40;milligrammi
041337318;PRAVASTATINA SODICA;40;MG
041337318;PRAVASTATINA SODICA;40;milligrammi
041337320;PRAVASTATINA SODICA;40;MG
041337320;PRAVASTATINA SODICA;40;milligrammi
041337332;PRAVASTATINA SODICA;40;MG
041337332;PRAVASTATINA SODICA;40;milligrammi
041337344;PRAVASTATINA SODICA;40;milligrammi
041337344;PRAVASTATINA SODICA;40;MG
041337357;PRAVASTATINA SODICA;40;milligrammi
041337357;PRAVASTATINA SODICA;40;MG
041337369;PRAVASTATINA SODICA;40;MG
041337369;PRAVASTATINA SODICA;40;milligrammi
041337371;PRAVASTATINA SODICA;40;MG
041337371;PRAVASTATINA SODICA;40;milligrammi
041337383;PRAVASTATINA SODICA;40;MG
041337383;PRAVASTATINA SODICA;40;milligrammi
041337395;PRAVASTATINA SODICA;40;MG
041337395;PRAVASTATINA SODICA;40;milligrammi
041337407;PRAVASTATINA SODICA;40;milligrammi
041337407;PRAVASTATINA SODICA;40;MG
041337419;PRAVASTATINA SODICA;40;MG
041337419;PRAVASTATINA SODICA;40;milligrammi
041337421;PRAVASTATINA SODICA;40;milligrammi
041337421;PRAVASTATINA SODICA;40;MG
041337433;PRAVASTATINA SODICA;10;MG
041337433;PRAVASTATINA SODICA;10;milligrammi
041337445;PRAVASTATINA SODICA;20;milligrammi
041337445;PRAVASTATINA SODICA;20;MG
041337458;PRAVASTATINA SODICA;40;milligrammi
041337458;PRAVASTATINA SODICA;40;MG
041337460;PRAVASTATINA SODICA;20;milligrammi
041337460;PRAVASTATINA SODICA;20;MG
041337472;PRAVASTATINA SODICA;40;MG
041337472;PRAVASTATINA SODICA;40;milligrammi
041337484;PRAVASTATINA SODICA;20;milligrammi
041337484;PRAVASTATINA SODICA;20;MG
041337496;PRAVASTATINA SODICA;40;milligrammi
041337496;PRAVASTATINA SODICA;40;MG
041338017;LATTULOSIO;670;MG
041338017;LATTULOSIO;670;milligrammi
041338029;LATTULOSIO;670;milligrammi
041338029;LATTULOSIO;670;MG
041339019;ZIPRASIDONE;20;MG
041339019;ZIPRASIDONE;20;milligrammi
041339021;ZIPRASIDONE;20;MG
041339021;ZIPRASIDONE;20;milligrammi
041339033;ZIPRASIDONE;20;milligrammi
041339033;ZIPRASIDONE;20;MG
041339045;ZIPRASIDONE;20;MG
041339045;ZIPRASIDONE;20;milligrammi
041339058;ZIPRASIDONE;20;milligrammi
041339058;ZIPRASIDONE;20;MG
041339060;ZIPRASIDONE;20;MG
041339060;ZIPRASIDONE;20;milligrammi
041339072;ZIPRASIDONE;20;milligrammi
041339072;ZIPRASIDONE;20;MG
041339084;ZIPRASIDONE;20;milligrammi
041339084;ZIPRASIDONE;20;MG
041339096;ZIPRASIDONE;20;MG
041339096;ZIPRASIDONE;20;milligrammi
041339108;ZIPRASIDONE;20;milligrammi
041339108;ZIPRASIDONE;20;MG
041339110;ZIPRASIDONE;40;milligrammi
041339110;ZIPRASIDONE;40;MG
041339122;ZIPRASIDONE;40;MG
041339122;ZIPRASIDONE;40;milligrammi
041339134;ZIPRASIDONE;40;milligrammi
041339134;ZIPRASIDONE;40;MG
041339146;ZIPRASIDONE;40;MG
041339146;ZIPRASIDONE;40;milligrammi
041339159;ZIPRASIDONE;40;milligrammi
041339159;ZIPRASIDONE;40;MG
041339161;ZIPRASIDONE;40;MG
041339161;ZIPRASIDONE;40;milligrammi
041339173;ZIPRASIDONE;40;milligrammi
041339173;ZIPRASIDONE;40;MG
041339185;ZIPRASIDONE;40;milligrammi
041339185;ZIPRASIDONE;40;MG
041339197;ZIPRASIDONE;40;milligrammi
041339197;ZIPRASIDONE;40;MG
041339209;ZIPRASIDONE;40;milligrammi
041339209;ZIPRASIDONE;40;MG
041339211;ZIPRASIDONE;60;MG
041339211;ZIPRASIDONE;60;milligrammi
041339223;ZIPRASIDONE;60;milligrammi
041339223;ZIPRASIDONE;60;MG
041339235;ZIPRASIDONE;60;milligrammi
041339235;ZIPRASIDONE;60;MG
041339247;ZIPRASIDONE;60;milligrammi
041339247;ZIPRASIDONE;60;MG
041339250;ZIPRASIDONE;60;MG
041339250;ZIPRASIDONE;60;milligrammi
041339262;ZIPRASIDONE;60;milligrammi
041339262;ZIPRASIDONE;60;MG
041339274;ZIPRASIDONE;60;milligrammi
041339274;ZIPRASIDONE;60;MG
041339286;ZIPRASIDONE;60;milligrammi
041339286;ZIPRASIDONE;60;MG
041339298;ZIPRASIDONE;60;MG
041339298;ZIPRASIDONE;60;milligrammi
041339300;ZIPRASIDONE;60;milligrammi
041339300;ZIPRASIDONE;60;MG
041339312;ZIPRASIDONE;80;MG
041339312;ZIPRASIDONE;80;milligrammi
041339324;ZIPRASIDONE;80;milligrammi
041339324;ZIPRASIDONE;80;MG
041339336;ZIPRASIDONE;80;milligrammi
041339336;ZIPRASIDONE;80;MG
041339348;ZIPRASIDONE;80;milligrammi
041339348;ZIPRASIDONE;80;MG
041339351;ZIPRASIDONE;80;milligrammi
041339351;ZIPRASIDONE;80;MG
041339363;ZIPRASIDONE;80;MG
041339363;ZIPRASIDONE;80;milligrammi
041339375;ZIPRASIDONE;80;milligrammi
041339375;ZIPRASIDONE;80;MG
041339387;ZIPRASIDONE;80;MG
041339387;ZIPRASIDONE;80;milligrammi
041339399;ZIPRASIDONE;80;MG
041339399;ZIPRASIDONE;80;milligrammi
041339401;ZIPRASIDONE;80;milligrammi
041339401;ZIPRASIDONE;80;MG
041340011;FOSINOPRIL SODICO;;
041340023;FOSINOPRIL SODICO;;
041340035;FOSINOPRIL SODICO;;
041340047;FOSINOPRIL SODICO;;
041340050;FOSINOPRIL SODICO;;
041340062;FOSINOPRIL SODICO;;
041340074;FOSINOPRIL SODICO;;
041340086;FOSINOPRIL SODICO;;
041340098;FOSINOPRIL SODICO;;
041340100;FOSINOPRIL SODICO;;
041340112;FOSINOPRIL SODICO;;
041340124;FOSINOPRIL SODICO;;
041340136;FOSINOPRIL SODICO;;
041340148;FOSINOPRIL SODICO;;
041340151;FOSINOPRIL SODICO;;
041340163;FOSINOPRIL SODICO;;
041340175;FOSINOPRIL SODICO;;
041340187;FOSINOPRIL SODICO;;
041340199;FOSINOPRIL SODICO;;
041340201;FOSINOPRIL SODICO;;
041340213;FOSINOPRIL SODICO;;
041340225;FOSINOPRIL SODICO;;
041340237;FOSINOPRIL SODICO;;
041340249;FOSINOPRIL SODICO;;
041340252;FOSINOPRIL SODICO;;
041340264;FOSINOPRIL SODICO;;
041340276;FOSINOPRIL SODICO;;
041340288;FOSINOPRIL SODICO;;
041340290;FOSINOPRIL SODICO;;
041340302;FOSINOPRIL SODICO;;
041340314;FOSINOPRIL SODICO;;
041340326;FOSINOPRIL SODICO;;
041341013;CANDESARTAN CILEXETIL;4;MG
041341013;CANDESARTAN CILEXETIL;4;milligrammi
041341025;CANDESARTAN CILEXETIL;4;MG
041341025;CANDESARTAN CILEXETIL;4;milligrammi
041341037;CANDESARTAN CILEXETIL;4;MG
041341037;CANDESARTAN CILEXETIL;4;milligrammi
041341049;CANDESARTAN CILEXETIL;4;MG
041341049;CANDESARTAN CILEXETIL;4;milligrammi
041341052;CANDESARTAN CILEXETIL;4;milligrammi
041341052;CANDESARTAN CILEXETIL;4;MG
041341064;CANDESARTAN CILEXETIL;4;milligrammi
041341064;CANDESARTAN CILEXETIL;4;MG
041341076;CANDESARTAN CILEXETIL;4;MG
041341076;CANDESARTAN CILEXETIL;4;milligrammi
041341088;CANDESARTAN CILEXETIL;4;MG
041341088;CANDESARTAN CILEXETIL;4;milligrammi
041341090;CANDESARTAN CILEXETIL;8;milligrammi
041341090;CANDESARTAN CILEXETIL;8;MG
041341102;CANDESARTAN CILEXETIL;8;milligrammi
041341102;CANDESARTAN CILEXETIL;8;MG
041341114;CANDESARTAN CILEXETIL;8;milligrammi
041341114;CANDESARTAN CILEXETIL;8;MG
041341126;CANDESARTAN CILEXETIL;8;milligrammi
041341126;CANDESARTAN CILEXETIL;8;MG
041341138;CANDESARTAN CILEXETIL;8;milligrammi
041341138;CANDESARTAN CILEXETIL;8;MG
041341140;CANDESARTAN CILEXETIL;8;milligrammi
041341140;CANDESARTAN CILEXETIL;8;MG
041341153;CANDESARTAN CILEXETIL;8;MG
041341153;CANDESARTAN CILEXETIL;8;milligrammi
041341165;CANDESARTAN CILEXETIL;8;MG
041341165;CANDESARTAN CILEXETIL;8;milligrammi
041341177;CANDESARTAN CILEXETIL;16;MG
041341177;CANDESARTAN CILEXETIL;16;milligrammi
041341189;CANDESARTAN CILEXETIL;16;MG
041341189;CANDESARTAN CILEXETIL;16;milligrammi
041341191;CANDESARTAN CILEXETIL;16;MG
041341191;CANDESARTAN CILEXETIL;16;milligrammi
041341203;CANDESARTAN CILEXETIL;16;milligrammi
041341203;CANDESARTAN CILEXETIL;16;MG
041341215;CANDESARTAN CILEXETIL;16;MG
041341215;CANDESARTAN CILEXETIL;16;milligrammi
041341227;CANDESARTAN CILEXETIL;16;milligrammi
041341227;CANDESARTAN CILEXETIL;16;MG
041341239;CANDESARTAN CILEXETIL;16;milligrammi
041341239;CANDESARTAN CILEXETIL;16;MG
041341241;CANDESARTAN CILEXETIL;16;milligrammi
041341241;CANDESARTAN CILEXETIL;16;MG
041341254;CANDESARTAN CILEXETIL;32;milligrammi
041341254;CANDESARTAN CILEXETIL;32;MG
041341266;CANDESARTAN CILEXETIL;32;MG
041341266;CANDESARTAN CILEXETIL;32;milligrammi
041341278;CANDESARTAN CILEXETIL;32;MG
041341278;CANDESARTAN CILEXETIL;32;milligrammi
041341280;CANDESARTAN CILEXETIL;32;milligrammi
041341280;CANDESARTAN CILEXETIL;32;MG
041341292;CANDESARTAN CILEXETIL;32;MG
041341292;CANDESARTAN CILEXETIL;32;milligrammi
041341304;CANDESARTAN CILEXETIL;32;milligrammi
041341304;CANDESARTAN CILEXETIL;32;MG
041341316;CANDESARTAN CILEXETIL;32;milligrammi
041341316;CANDESARTAN CILEXETIL;32;MG
041341328;CANDESARTAN CILEXETIL;32;milligrammi
041341328;CANDESARTAN CILEXETIL;32;MG
041342015;MICOFENOLATO MOFETILE;250;MG
041342015;MICOFENOLATO MOFETILE;250;milligrammi
041342027;MICOFENOLATO MOFETILE;250;milligrammi
041342027;MICOFENOLATO MOFETILE;250;MG
041343017;VALSARTAN;0;
041343017;HYDROCHLOROTHIAZIDE;0;
041343029;VALSARTAN;0;
041343029;HYDROCHLOROTHIAZIDE;0;
041343031;HYDROCHLOROTHIAZIDE;0;
041343031;VALSARTAN;0;
041344019;OCTREOTIDE ACETATO;50;microgram(s)/millilitre
041344021;OCTREOTIDE ACETATO;100;microgram(s)/millilitre
041344033;OCTREOTIDE ACETATO;200;microgram(s)/millilitre
041344045;OCTREOTIDE ACETATO;500;microgram(s)/millilitre
041345012;ETINILESTRADIOLO;0.02;milligrammi
041345012;ETINILESTRADIOLO;0.02;MG
041345012;DROSPIRENONE;3;MG
041345012;DROSPIRENONE;3;milligrammi
041345024;DROSPIRENONE;3;MG
041345024;DROSPIRENONE;3;milligrammi
041345024;ETINILESTRADIOLO;0.02;MG
041345024;ETINILESTRADIOLO;0.02;milligrammi
041345036;DROSPIRENONE;3;milligrammi
041345036;DROSPIRENONE;3;MG
041345036;ETINILESTRADIOLO;0.02;milligrammi
041345036;ETINILESTRADIOLO;0.02;MG
041345048;ETINILESTRADIOLO;0.02;milligrammi
041345048;ETINILESTRADIOLO;0.02;MG
041345048;DROSPIRENONE;3;milligrammi
041345048;DROSPIRENONE;3;MG
041346014;DROSPIRENONE;3;milligrammi
041346014;ETINILESTRADIOLO;0.02;MG
041346014;ETINILESTRADIOLO;0.02;milligrammi
041346014;DROSPIRENONE;3;MG
041346026;DROSPIRENONE;3;milligrammi
041346026;DROSPIRENONE;3;MG
041346026;ETINILESTRADIOLO;0.02;MG
041346026;ETINILESTRADIOLO;0.02;milligrammi
041346038;ETINILESTRADIOLO;0.02;milligrammi
041346038;ETINILESTRADIOLO;0.02;MG
041346038;DROSPIRENONE;3;MG
041346038;DROSPIRENONE;3;milligrammi
041346040;DROSPIRENONE;3;milligrammi
041346040;DROSPIRENONE;3;MG
041346040;ETINILESTRADIOLO;0.02;milligrammi
041346040;ETINILESTRADIOLO;0.02;MG
041347016;ETINILESTRADIOLO;0.02;MG
041347016;ETINILESTRADIOLO;0.02;milligrammi
041347016;DROSPIRENONE;3;milligrammi
041347016;DROSPIRENONE;3;MG
041347028;ETINILESTRADIOLO;0.02;MG
041347028;DROSPIRENONE;3;MG
041347028;DROSPIRENONE;3;milligrammi
041347028;ETINILESTRADIOLO;0.02;milligrammi
041347030;ETINILESTRADIOLO;0.02;MG
041347030;ETINILESTRADIOLO;0.02;milligrammi
041347030;DROSPIRENONE;3;milligrammi
041347030;DROSPIRENONE;3;MG
041347042;DROSPIRENONE;3;MG
041347042;DROSPIRENONE;3;milligrammi
041347042;ETINILESTRADIOLO;0.02;milligrammi
041347042;ETINILESTRADIOLO;0.02;MG
041348018;PROGESTERONE;25;milligrammi
041348018;PROGESTERONE;25;MG
041348020;PROGESTERONE;25;MG
041348020;PROGESTERONE;25;milligrammi
041348032;PROGESTERONE;25;MG
041348032;PROGESTERONE;25;milligrammi
041348044;PROGESTERONE;25;MG
041348044;PROGESTERONE;25;milligrammi
041348057;PROGESTERONE;25;milligrammi
041348057;PROGESTERONE;25;MG
041348069;PROGESTERONE;25;milligrammi
041348069;PROGESTERONE;25;MG
041348071;PROGESTERONE;;
041348083;PROGESTERONE;;
041349010;NICORANDIL;10;MG
041349010;NICORANDIL;10;milligrammi
041349022;NICORANDIL;10;milligrammi
041349022;NICORANDIL;10;MG
041349034;NICORANDIL;10;milligrammi
041349034;NICORANDIL;10;MG
041349046;NICORANDIL;20;milligrammi
041349046;NICORANDIL;20;MG
041349059;NICORANDIL;20;milligrammi
041349059;NICORANDIL;20;MG
041349061;NICORANDIL;20;milligrammi
041349061;NICORANDIL;20;MG
041350012;NICORANDIL;10;milligrammi
041350012;NICORANDIL;10;MG
041350024;NICORANDIL;10;MG
041350024;NICORANDIL;10;milligrammi
041350036;NICORANDIL;10;milligrammi
041350036;NICORANDIL;10;MG
041350048;NICORANDIL;20;milligrammi
041350048;NICORANDIL;20;MG
041350051;NICORANDIL;20;MG
041350051;NICORANDIL;20;milligrammi
041350063;NICORANDIL;20;milligrammi
041350063;NICORANDIL;20;MG
041351014;RIZATRIPTAN;5;milligrammi
041351014;RIZATRIPTAN;5;MG
041351026;RIZATRIPTAN;5;MG
041351026;RIZATRIPTAN;5;milligrammi
041351038;RIZATRIPTAN;5;milligrammi
041351038;RIZATRIPTAN;5;MG
041351040;RIZATRIPTAN;5;MG
041351040;RIZATRIPTAN;5;milligrammi
041351053;RIZATRIPTAN;5;MG
041351053;RIZATRIPTAN;5;milligrammi
041351065;RIZATRIPTAN;5;MG
041351065;RIZATRIPTAN;5;milligrammi
041351077;RIZATRIPTAN;5;MG
041351077;RIZATRIPTAN;5;milligrammi
041351089;RIZATRIPTAN;10;MG
041351089;RIZATRIPTAN;10;milligrammi
041351091;RIZATRIPTAN;10;MG
041351091;RIZATRIPTAN;10;milligrammi
041351103;RIZATRIPTAN;10;milligrammi
041351103;RIZATRIPTAN;10;MG
041351115;RIZATRIPTAN;10;milligrammi
041351115;RIZATRIPTAN;10;MG
041351127;RIZATRIPTAN;10;MG
041351127;RIZATRIPTAN;10;milligrammi
041351139;RIZATRIPTAN;10;MG
041351139;RIZATRIPTAN;10;milligrammi
041351141;RIZATRIPTAN;10;MG
041351141;RIZATRIPTAN;10;milligrammi
041352016;CLOPIDOGREL BESILATO;75;milligrammi
041352016;CLOPIDOGREL BESILATO;75;MG
041352028;CLOPIDOGREL BESILATO;75;MG
041352028;CLOPIDOGREL BESILATO;75;milligrammi
041352030;CLOPIDOGREL BESILATO;75;MG
041352030;CLOPIDOGREL BESILATO;75;milligrammi
041352042;CLOPIDOGREL BESILATO;75;milligrammi
041352042;CLOPIDOGREL BESILATO;75;MG
041352055;CLOPIDOGREL BESILATO;75;milligrammi
041352055;CLOPIDOGREL BESILATO;75;MG
041352067;CLOPIDOGREL BESILATO;75;milligrammi
041352067;CLOPIDOGREL BESILATO;75;MG
041352079;CLOPIDOGREL BESILATO;75;milligrammi
041352079;CLOPIDOGREL BESILATO;75;MG
041352081;CLOPIDOGREL BESILATO;75;milligrammi
041352081;CLOPIDOGREL BESILATO;75;MG
041352093;CLOPIDOGREL BESILATO;75;milligrammi
041352093;CLOPIDOGREL BESILATO;75;MG
041352105;CLOPIDOGREL BESILATO;75;MG
041352105;CLOPIDOGREL BESILATO;75;milligrammi
041352117;CLOPIDOGREL BESILATO;75;MG
041352117;CLOPIDOGREL BESILATO;75;milligrammi
041352129;CLOPIDOGREL BESILATO;75;MG
041352129;CLOPIDOGREL BESILATO;75;milligrammi
041352131;CLOPIDOGREL BESILATO;75;MG
041352131;CLOPIDOGREL BESILATO;75;milligrammi
041352143;CLOPIDOGREL BESILATO;75;MG
041352143;CLOPIDOGREL BESILATO;75;milligrammi
041352156;CLOPIDOGREL BESILATO;75;MG
041352156;CLOPIDOGREL BESILATO;75;milligrammi
041352168;CLOPIDOGREL BESILATO;75;MG
041352168;CLOPIDOGREL BESILATO;75;milligrammi
041353018;FLUCONAZOLO;50;MG
041353018;FLUCONAZOLO;50;milligrammi
041353020;FLUCONAZOLO;50;MG
041353020;FLUCONAZOLO;50;milligrammi
041353032;FLUCONAZOLO;50;MG
041353032;FLUCONAZOLO;50;milligrammi
041353044;FLUCONAZOLO;50;MG
041353044;FLUCONAZOLO;50;milligrammi
041353057;FLUCONAZOLO;50;milligrammi
041353057;FLUCONAZOLO;50;MG
041353069;FLUCONAZOLO;50;milligrammi
041353069;FLUCONAZOLO;50;MG
041353071;FLUCONAZOLO;50;milligrammi
041353071;FLUCONAZOLO;50;MG
041353083;FLUCONAZOLO;50;MG
